UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Quality Prediction,Quality Status,Quality Confidence,Anomaly,Failure Probability,Risk Level,Maintenance Recommendation,AI Recommendation,Priority,Overall Status,Human Decision,Approval Time,Approved By,AI Overall Risk,Maintenance Probability,Case ID
4141.0,L51320,L,301.7,310.2,1331,61.2,47,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04141
4142.0,H33555,H,301.7,310.1,1462,38.3,49,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04142
4143.0,L51322,L,301.7,310.1,1424,50.2,54,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04143
4144.0,L51323,L,301.7,310.1,1500,39.6,56,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04144
4145.0,L51324,L,301.8,310.1,1738,28.0,58,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04145
4146.0,M19005,M,301.8,310.3,1465,46.5,60,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04146
4147.0,L51326,L,301.8,310.3,1482,41.4,63,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04147
4148.0,L51327,L,301.9,310.3,1398,44.0,65,0.0,No Failure,0.0,Good,0.98,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04148
4149.0,L51328,L,301.9,310.3,1972,21.3,67,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04149
4150.0,L51329,L,301.9,310.4,1603,37.6,69,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04150
4151.0,L51330,L,301.9,310.4,1610,34.8,71,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04151
4152.0,M19011,M,301.9,310.4,1373,48.0,73,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04152
4153.0,M19012,M,302.0,310.5,1425,44.7,76,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04153
4154.0,M19013,M,302.0,310.4,1212,55.6,79,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04154
4155.0,M19014,M,302.0,310.4,1828,26.3,82,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04155
4156.0,L51335,L,302.0,310.5,1370,44.4,85,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04156
4157.0,M19016,M,302.0,310.5,1823,25.1,87,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04157
4158.0,L51337,L,302.0,310.5,1263,60.6,90,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04158
4159.0,L51338,L,301.9,310.4,1889,21.5,92,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04159
4160.0,M19019,M,302.0,310.5,1639,32.9,94,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04160
4161.0,M19020,M,302.0,310.4,1608,33.1,97,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04161
4162.0,H33575,H,301.9,310.3,1653,32.4,100,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04162
4163.0,L51342,L,302.0,310.4,1591,29.8,105,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04163
4164.0,L51343,L,302.1,310.5,1696,30.9,107,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04164
4165.0,L51344,L,302.2,310.6,1346,47.5,109,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04165
4166.0,M19025,M,302.2,310.5,1507,40.4,111,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04166
4167.0,H33580,H,302.3,310.6,1525,48.7,114,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04167
4168.0,M19027,M,302.3,310.7,1559,33.9,119,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04168
4169.0,L51348,L,302.2,310.6,1632,30.5,122,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04169
4170.0,L51349,L,302.1,310.5,1559,36.0,124,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04170
4171.0,M19030,M,302.2,310.6,1355,51.5,126,1.0,Heat Dissipation Failure,1.0,Defective,0.92,Normal,0.93,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04171
4172.0,M19031,M,302.2,310.5,1832,23.7,129,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04172
4173.0,L51352,L,302.2,310.6,1386,50.0,132,0.0,No Failure,0.0,Good,0.94,Normal,0.04,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04173
4174.0,M19033,M,302.2,310.6,1346,49.2,134,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04174
4175.0,L51354,L,302.3,310.7,1499,37.8,137,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04175
4176.0,L51355,L,302.3,310.7,1612,33.4,139,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04176
4177.0,M19036,M,302.3,310.7,1544,39.7,141,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04177
4178.0,L51357,L,302.5,310.9,1477,39.2,144,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04178
4179.0,L51358,L,302.5,310.9,1624,34.4,146,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04179
4180.0,L51359,L,302.4,310.9,1349,46.1,148,1.0,Heat Dissipation Failure,1.0,Defective,0.79,Normal,0.82,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04180
4181.0,L51360,L,302.4,310.8,1686,28.8,150,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04181
4182.0,M19041,M,302.4,310.7,1521,40.4,152,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04182
4183.0,L51362,L,302.4,310.7,1362,54.8,155,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04183
4184.0,L51363,L,302.3,310.7,1402,50.9,157,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04184
4185.0,L51364,L,302.2,310.6,1334,53.2,159,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04185
4186.0,L51365,L,302.2,310.6,1348,48.4,161,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04186
4187.0,M19046,M,302.2,310.6,1570,34.6,163,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04187
4188.0,M19047,M,302.2,310.7,1601,33.0,166,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04188
4189.0,M19048,M,302.3,310.8,1611,31.8,169,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04189
4190.0,L51369,L,302.4,310.9,1560,31.8,172,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04190
4191.0,H33604,H,302.4,310.9,1444,40.7,174,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04191
4192.0,L51371,L,302.4,311.0,1317,59.4,179,0.0,No Failure,0.0,Good,0.76,Normal,0.23,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04192
4193.0,M19052,M,302.5,311.0,1463,43.1,181,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04193
4194.0,L51373,L,302.4,311.1,1634,34.2,184,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04194
4195.0,L51374,L,302.4,311.0,1423,46.2,186,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04195
4196.0,L51375,L,302.5,311.0,1548,38.4,188,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04196
4197.0,M19056,M,302.5,311.0,1563,35.6,190,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04197
4198.0,L51377,L,302.4,311.0,1573,36.5,193,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04198
4199.0,M19058,M,302.4,311.1,1432,44.5,195,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04199
4200.0,M19059,M,302.5,311.1,1638,32.0,198,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04200
4201.0,L51380,L,302.5,311.1,1571,34.2,201,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04201
4202.0,L51381,L,302.4,311.0,2211,15.4,203,0.0,No Failure,0.0,Good,0.86,Anomaly,0.18,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04202
4203.0,L51382,L,302.4,311.0,1555,40.6,205,0.0,No Failure,0.0,Good,0.9,Normal,0.07,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04203
4204.0,M19063,M,302.3,310.9,1558,31.9,207,0.0,No Failure,0.0,Good,0.86,Normal,0.135,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04204
4205.0,M19064,M,302.3,310.9,1523,43.2,210,0.0,No Failure,0.0,Good,0.93,Normal,0.075,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04205
4206.0,L51385,L,302.3,310.8,1723,26.3,213,0.0,No Failure,0.0,Good,0.97,Normal,0.05,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04206
4207.0,M19066,M,302.3,310.8,1721,28.4,215,0.0,No Failure,0.0,Good,0.83,Normal,0.215,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04207
4208.0,M19067,M,302.3,310.9,1710,30.4,218,1.0,Tool Wear Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04208
4209.0,M19068,M,302.3,310.9,1627,32.3,0,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04209
4210.0,M19069,M,302.2,310.8,1422,47.0,3,0.0,No Failure,0.0,Good,0.99,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04210
4211.0,L51390,L,302.1,310.8,1565,35.3,6,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04211
4212.0,L51391,L,302.1,310.7,1314,52.8,8,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04212
4213.0,M19072,M,302.0,310.6,1392,60.5,10,0.0,No Failure,0.0,Good,0.7,Normal,0.265,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04213
4214.0,L51393,L,302.1,310.7,1465,40.7,13,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04214
4215.0,L51394,L,301.9,310.6,1573,36.6,15,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04215
4216.0,M19075,M,302.0,310.7,2157,17.8,17,0.0,No Failure,0.0,Good,1.0,Anomaly,0.005,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04216
4217.0,L51396,L,301.9,310.7,1370,50.3,20,0.0,No Failure,0.0,Good,0.58,Normal,0.44,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04217
4218.0,L51397,L,301.9,310.6,1462,38.8,22,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04218
4219.0,M19078,M,302.0,310.6,1479,40.5,24,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04219
4220.0,L51399,L,301.9,310.7,1717,26.8,27,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04220
4221.0,M19080,M,301.9,310.6,1260,65.9,29,0.0,No Failure,0.0,Good,0.56,Normal,0.405,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04221
4222.0,L51401,L,301.9,310.6,1467,39.3,32,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04222
4223.0,M19082,M,302.0,310.6,1535,38.6,34,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04223
4224.0,L51403,L,302.0,310.7,1657,31.9,37,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04224
4225.0,L51404,L,302.0,310.7,1698,28.1,39,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04225
4226.0,L51405,L,302.1,310.7,1359,49.3,41,1.0,Heat Dissipation Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04226
4227.0,L51406,L,302.1,310.8,1596,37.1,43,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04227
4228.0,L51407,L,302.2,310.8,1383,46.9,45,0.0,No Failure,0.0,Good,0.91,Normal,0.09,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04228
4229.0,L51408,L,302.2,310.8,2203,16.6,47,0.0,No Failure,0.0,Good,1.0,Anomaly,0.0,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04229
4230.0,M19089,M,302.2,310.8,1408,46.8,49,0.0,No Failure,0.0,Good,0.97,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04230
4231.0,L51410,L,302.2,310.8,1673,32.9,52,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04231
4232.0,L51411,L,302.2,310.8,1340,47.8,54,0.0,No Failure,1.0,Defective,0.77,Normal,0.73,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-04232
4233.0,L51412,L,302.2,310.9,1452,42.3,56,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04233
4234.0,M19093,M,302.2,310.9,1302,53.4,58,0.0,No Failure,0.0,Good,0.65,Normal,0.325,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-04234
4235.0,H33648,H,302.2,310.9,1522,35.9,61,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04235
4236.0,L51415,L,302.2,310.8,1438,41.4,66,0.0,No Failure,0.0,Good,0.98,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04236
4237.0,L51416,L,302.2,310.9,1604,40.5,68,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04237
4238.0,L51417,L,302.2,311.0,1832,23.2,70,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-04238
